"Страна";"Дата";"Заражений";"Выздоровлений";"Смертей";"Заражений за день";"Выздоровлений за день";"Смертей за день"
Исландия;08.02.2021;6020;5963;29;-1;4;0
Палау;07.12.2021;8;"";0;0;"";0
Сан-Томе и Принсипи;24.09.2021;3295;"";47;78;"";0
Вьетнам;19.07.2021;60180;11047;334;4335;380;80
Кот-д’Ивуар;06.07.2021;48634;47994;315;54;24;0
США;15.01.2021;23729009;"";397010;244838;"";3822
Чад;11.03.2021;4246;3760;151;15;31;2
Малайзия;11.05.2021;448457;408235;1722;3973;2848;22
Азербайджан;10.11.2021;552322;"";7342;1876;"";22
Чили;25.09.2021;1650985;"";37432;747;"";9
Мьянма;13.05.2021;143004;132069;3212;7;5;1
Замбия;10.12.2021;210724;"";3668;162;"";0
Мальта;01.01.2021;12909;11178;219;135;57;0
Сенегал;17.06.2021;42206;40707;1158;88;40;2
Ирландия;10.10.2021;403157;"";5280;1384;"";0
Мадагаскар;01.12.2021;44330;"";967;0;"";0
Восточный Тимор;07.06.2021;7764;5515;17;24;194;0
Антигуа и Барбуда;03.03.2021;769;309;19;0;2;5
Самоа;09.09.2021;3;"";0;0;"";0
ЦАР;06.07.2021;7141;6859;98;0;0;0
Филиппины;17.06.2021;1339457;1257774;23276;6625;4233;155
Аргентина;12.07.2021;4662937;4300823;99255;14989;17919;474
Черногория;22.11.2021;155011;"";2253;253;"";8
Лаос;03.12.2021;77500;"";191;1004;"";5
Мавритания;05.10.2021;36229;"";782;66;"";4
Бангладеш;30.03.2021;605937;539880;8994;5042;2162;45
Сальвадор;01.10.2021;104348;"";3245;0;"";11
Никарагуа;07.08.2021;7890;"";196;0;"";0
Мозамбик;08.11.2021;151371;"";1934;3;"";0
Antarctica;25.11.2021;0;"";0;0;"";0
Иран;08.05.2021;2640670;2092381;74524;13576;18292;283
Танзания;14.12.2021;26309;"";734;0;"";0
Гвинея-Бисау;26.01.2021;2532;2421;45;0;0;0
Сьерра-Леоне;21.12.2021;6525;"";121;15;"";0
Алжир;24.02.2021;112461;77537;2970;182;155;3
Бенин;02.08.2021;8394;8136;108;0;0;0
Сингапур;11.05.2021;61403;60975;31;25;22;0
Япония;03.02.2021;397491;343981;6072;2634;4760;120
Латвия;29.07.2021;138717;135463;2554;67;0;0
Боливия;30.03.2021;271419;220856;12239;1072;1467;28
Чехия;19.11.2021;1957816;"";31879;13416;"";110
Ангола;21.12.2021;66566;"";1738;480;"";0
Молдавия;02.08.2021;259667;252166;6257;118;62;2
Гватемала;26.07.2021;352584;308908;10112;496;1766;12
Египет;27.11.2021;355767;"";20305;931;"";68
Андорра;25.06.2021;13882;13697;127;5;3;0
Босния и Герцеговина;30.03.2021;167654;129918;6519;1867;938;92
Тунис;23.09.2021;703059;"";24676;556;"";22
Экваториальная Гвинея;03.09.2021;9760;"";128;283;"";2
Сент-Винсент и Гренадины;30.05.2021;2027;1831;12;0;0;0
Россия;29.06.2021;5428961;4926182;132314;20217;14430;643
Иордания;11.01.2021;308670;290430;4043;1461;1645;19
Сирия;04.07.2021;25653;21850;1887;34;5;2
Словакия;03.12.2021;1209977;"";14696;17538;"";90
Ливан;15.10.2021;632781;"";8413;510;"";7
Зимбабве;28.07.2021;103567;71383;3340;1856;887;60
Бельгия;27.01.2021;699662;0;20933;3020;0;54
ОАЭ;15.02.2021;351895;336731;1027;3123;4892;13
Руанда;30.07.2021;69838;44823;798;971;9;11
Эфиопия;15.02.2021;147825;128946;2209;733;204;15
Албания;15.02.2021;93850;57736;1567;775;972;12
Фиджи;24.02.2021;57;54;2;1;0;0
Беларусь;18.04.2021;344223;334852;2423;1300;1479;10
Камбоджа;21.11.2021;119867;"";2900;41;"";4
Куба;15.05.2021;123221;115505;796;1383;961;11
Швейцария;04.07.2021;703334;317600;10774;0;0;1
Литва;12.05.2021;261353;235265;4068;1206;1042;7
Гамбия;19.02.2021;4543;3933;143;33;10;4
Саудовская Аравия;21.07.2021;513284;494264;8115;1142;1024;12
Непал;11.08.2021;723296;"";10180;2616;"";30
Лихтенштейн;07.07.2021;3145;2969;58;4;1;0
Бутан;30.11.2021;2640;"";3;0;"";0
Гаити;02.11.2021;24004;"";677;44;"";6
Ливия;19.08.2021;291168;"";4001;1949;"";33
Суринам;11.09.2021;33076;"";761;312;"";5
Португалия;08.12.2021;1177706;"";18587;5286;"";15
Сан-Марино;28.07.2021;5133;5005;90;2;0;0
Пакистан;06.04.2021;700188;620789;15026;4004;2631;102
Бруней;20.09.2021;5261;"";28;214;"";2
Кипр;22.12.2021;147685;"";624;883;"";1
Катар;13.03.2021;169767;157876;265;483;299;0
Бурунди;30.09.2021;17728;"";38;223;"";0
Таиланд;10.12.2021;2160780;"";21112;4193;"";28
Кувейт;12.04.2021;248729;232556;1412;1635;1316;5
Франция;14.12.2021;8438360;"";121817;63416;"";158
Ботсвана;11.08.2021;130771;"";1832;0;"";0
Йемен;13.08.2021;7256;"";1397;23;"";2
Сан-Томе и Принсипи;05.03.2021;1923;1518;31;25;21;1
Венесуэла;23.11.2021;426014;"";5088;0;"";0
Marshall Islands;05.08.2021;4;"";0;0;"";0
Нигерия;01.02.2021;131918;106275;1607;676;1286;21
Чили;04.03.2021;840119;793819;20838;4567;3291;134
Азербайджан;19.04.2021;301661;265539;4169;995;1136;29
Малайзия;19.07.2021;927533;791387;7148;10972;6439;129
Чад;14.09.2021;5019;"";174;2;"";0
Вьетнам;11.05.2021;3571;2618;35;82;0;0
Кот-д’Ивуар;28.08.2021;54856;"";424;290;"";8
Кабо-Верде;24.04.2021;22094;19109;201;310;150;0
Монголия;29.01.2021;1710;1321;2;18;18;0
Эквадор;08.01.2021;219148;190350;14165;763;0;7
Оман;06.08.2021;298020;"";3906;0;"";0
Джибути;04.01.2021;5846;5747;61;4;6;0
Гренада;03.02.2021;148;146;1;0;4;0
Казахстан;18.12.2021;1066534;"";18098;937;"";0
Израиль;05.04.2021;834603;823330;6248;356;543;5
Ирак;06.03.2021;723189;657032;13548;4068;3883;11
Ямайка;16.06.2021;49429;28054;1012;50;135;0
Финляндия;23.10.2021;154898;"";1207;580;"";8
Судан;06.02.2021;29634;21794;1831;0;0;0
Коста-Рика;26.10.2021;557922;"";6997;757;"";14
Коморские острова;26.11.2021;4482;"";150;4;"";0
Гондурас;18.01.2021;134938;60165;3368;827;33;14
Барбадос;23.11.2021;24234;"";213;290;"";2
Испания;26.11.2021;5131012;"";87955;9912;"";24
Малави;08.04.2021;33738;31140;1125;20;144;0
Узбекистан;10.02.2021;79237;77648;621;33;39;0
Португалия;03.11.2021;1092666;"";18180;1074;"";9
Парагвай;06.02.2021;137603;113366;2807;713;878;16
Багамские острова;22.08.2021;16962;"";330;0;"";0
Румыния;05.07.2021;1080979;1045351;33973;28;0;45
Эритрея;14.06.2021;4981;4420;16;133;142;0
Бруней;20.12.2021;15412;"";98;10;"";0
Великобритания;18.04.2021;4403059;13987;127518;1884;4;10
Черногория;18.10.2021;138047;"";2036;278;"";13
Доминиканская Республика;08.04.2021;256031;215405;3378;1094;462;9
Белиз;17.04.2021;12538;12143;318;0;0;0
Кения;29.08.2021;234952;"";4710;363;"";16
Армения;08.08.2021;232157;"";4650;234;"";9
Австрия;30.07.2021;653712;642597;13133;506;368;0
Замбия;01.11.2021;209739;"";3661;5;"";0
Китай;27.05.2021;118902;98840;4905;698;22;13
Северная Македония;31.03.2021;130022;106979;3781;1511;587;32
Таджикистан;01.05.2021;13714;13218;91;0;0;0
Камерун;27.12.2021;108676;"";1851;0;"";0
Мадагаскар;10.11.2021;43672;"";964;40;"";0
Канада;25.06.2021;1416935;1384222;26198;638;843;5
Папуа — Новая Гвинея;06.06.2021;16327;15641;164;69;96;0
Сомали;16.04.2021;12837;5346;656;0;0;0
Судно "MS Zaandam";10.09.2021;9;"";2;0;"";0
Мексика;20.01.2021;1688944;1264780;144371;20548;12998;1539
Мали;19.02.2021;8260;6262;344;4;15;2
Бразилия;15.06.2021;17552769;15519955;491411;87141;98558;2685
Габон;24.10.2021;34601;"";224;0;"";0
Словения;25.03.2021;209753;194238;3998;1165;855;4
Греция;25.04.2021;333129;93764;10007;1399;0;57
Буркина-Фасо;28.09.2021;14199;"";181;16;"";0
ЮАР;02.03.2021;1514815;1433320;50271;856;1984;194
Ангола;19.09.2021;52307;"";1388;0;"";0
Дания;10.03.2021;218489;208127;2383;2007;1018;1
Тринидад и Тобаго;11.04.2021;8404;7740;146;22;17;1
Республика Конго;10.04.2021;10084;8208;137;0;0;0
Южная Корея;05.07.2021;161541;150760;2032;746;716;4
Египет;13.10.2021;314977;"";17806;861;"";41
Гана;30.09.2021;127482;"";1156;466;"";6
Южный Судан;22.06.2021;10786;10514;115;0;0;0
ДР Конго;17.07.2021;45426;28801;984;0;0;0
Сейшельские острова;01.12.2021;23537;"";127;120;"";2
Кирибати;24.08.2021;2;"";0;0;"";0
Эстония;18.09.2021;149314;"";1325;391;"";3
Гвинея;20.03.2021;18562;15862;108;0;0;0
Мьянма;19.02.2021;141728;131209;3194;19;38;3
Перу;12.07.2021;2081557;2045506;194488;780;2831;101
Намибия;03.06.2021;56981;51177;877;717;129;12
Венгрия;16.05.2021;798147;625088;29175;718;6480;61
Афганистан;10.08.2021;151013;"";6961;235;"";25
Пакистан;28.04.2021;815711;708193;17680;5480;3699;150
Сан-Марино;22.07.2021;5107;5002;90;5;0;0
Бруней;28.04.2021;224;215;3;1;3;0
Непал;02.09.2021;765914;"";10786;1619;"";16
Саудовская Аравия;31.07.2021;525730;506089;8237;3622;3561;37
Гаити;27.10.2021;23773;"";662;154;"";0
Ливия;25.08.2021;300455;"";4126;1682;"";27
Бутан;24.11.2021;2633;"";3;0;"";0
Суринам;07.10.2021;43775;"";944;1059;"";25
Лихтенштейн;11.06.2021;3117;2948;58;3;2;0
Кувейт;06.10.2021;411935;"";2452;31;"";0
Йемен;08.09.2021;8230;"";1541;49;"";7
Ботсвана;02.09.2021;159317;"";2276;2390;"";15
Бурунди;24.09.2021;16356;"";38;0;"";0
Катар;19.03.2021;172697;159787;271;497;315;1
Таиланд;14.11.2021;2018410;"";20036;7079;"";47
Маврикий;28.12.2021;68395;"";786;1423;"";24
Франция;18.11.2021;7453941;"";119333;20396;"";52
Зимбабве;22.07.2021;93421;61723;2870;2301;2096;61
Ливан;06.11.2021;645805;"";8540;701;"";6
Словакия;27.11.2021;1143068;"";14228;11862;"";51
Россия;12.07.2021;5738000;5155574;141335;24649;16321;700
Нидерланды;01.01.2021;825217;9651;11624;8652;66;99
Бельгия;01.01.2021;648289;0;19581;1793;0;53
ОАЭ;09.02.2021;332603;313060;947;3310;3368;17
Руанда;11.06.2021;27862;26341;368;202;0;2
Сирия;12.06.2021;24789;21668;1808;22;5;2
Иордания;17.01.2021;314514;298868;4145;957;1623;8
Беларусь;24.04.2021;351674;342102;2483;1453;1442;10
Фиджи;29.01.2021;55;53;2;0;0;0
Литва;03.06.2021;275900;257675;4294;330;788;6
Швейцария;12.06.2021;700051;317600;10748;0;0;1
Куба;21.05.2021;130543;122764;849;1197;1170;9
Камбоджа;01.12.2021;120160;"";2944;26;"";4
Албания;09.02.2021;87528;52933;1488;1239;805;16
Сент-Китс и Невис;24.01.2021;35;33;0;0;0;0
Эфиопия;09.02.2021;143566;126004;2158;572;248;2
Гвинея;27.11.2021;30763;"";387;6;"";0
Алжир;29.01.2021;106887;72956;2884;277;211;3
Сингапур;02.06.2021;62100;61523;33;31;42;0
Micronesia;21.12.2021;1;"";0;0;"";0
Бенин;11.07.2021;8227;8000;105;0;0;0
Латвия;12.06.2021;135940;130548;2451;178;295;2
Гвинея-Бисау;04.01.2021;2455;2398;45;0;0;0
Танзания;18.11.2021;26227;"";727;0;"";0
Иран;30.05.2021;2902094;2441528;79939;8876;16495;198
Андорра;15.06.2021;13828;13626;127;2;8;0
Босния и Герцеговина;08.03.2021;137291;118720;5297;1778;835;69
Греция;25.12.2021;1070833;"";20350;6590;"";58
Гватемала;16.07.2021;330651;288118;9871;2896;1917;37
Сент-Винсент и Гренадины;08.05.2021;1912;1741;12;17;0;0
Экваториальная Гвинея;12.08.2021;8951;"";123;0;"";0
Тунис;03.10.2021;707983;"";24921;0;"";0
Боливия;08.03.2021;254736;199000;11845;463;764;22
Молдавия;11.07.2021;257467;250447;6209;48;63;1
Чехия;11.12.2021;2325181;"";34377;12445;"";135
ЦАР;10.06.2021;7101;6859;98;0;0;0
Филиппины;23.06.2021;1372232;1298442;23928;4338;7053;119
Ирландия;14.09.2021;368712;"";5155;1176;"";0
Сенегал;23.06.2021;42590;41022;1159;118;59;0
Антигуа и Барбуда;29.03.2021;1136;820;28;8;36;0
Самоа;14.08.2021;3;"";0;0;"";0
Сомали;01.01.2022;23532;"";1333;0;"";0
Восточный Тимор;03.07.2021;9425;8504;24;64;37;0
Лаос;27.11.2021;70323;"";154;1491;"";7
Бангладеш;08.03.2021;551175;504120;8476;845;1117;14
Доминика;23.01.2021;113;105;0;0;0;0
Antarctica;05.12.2021;0;"";0;0;"";0
Мозамбик;13.10.2021;151046;"";1924;28;"";0
Сальвадор;25.09.2021;102024;"";3174;0;"";10
Никарагуа;12.07.2021;6819;4225;192;0;0;0
Мавритания;13.04.2021;18052;17398;451;17;25;1
Аргентина;07.08.2021;5012754;"";107302;9803;"";89
Гана;24.09.2021;126313;"";1142;167;"";3
Греция;15.09.2021;622761;"";14311;2406;"";43
Ангола;29.04.2021;26431;23606;594;263;22;3
Республика Конго;02.05.2021;10678;8208;144;0;0;0
Южная Корея;13.06.2021;148273;139022;1988;399;441;3
Гайана;17.01.2021;6908;6165;170;57;39;0
Кирибати;30.08.2021;2;"";0;0;"";0
Сейшельские острова;21.11.2021;22895;"";125;0;"";0
ДР Конго;27.07.2021;48768;29497;1023;265;0;0
Южный Судан;16.06.2021;10759;10514;115;71;0;0
Словения;15.03.2021;200579;186386;3938;205;239;4
Габон;03.11.2021;36020;"";249;179;"";5
Тринидад и Тобаго;21.04.2021;9216;8036;157;81;40;0
Дания;20.03.2021;225540;213863;2400;590;593;2
ЮАР;28.03.2021;1545431;1471899;52663;965;735;15
Буркина-Фасо;18.09.2021;14025;"";172;22;"";0
Египет;20.03.2021;194771;149489;11557;644;233;45
Перу;07.08.2021;2124128;"";196873;1571;"";55
Гвинея;13.10.2021;30535;"";385;9;"";2
Венгрия;22.05.2021;801672;665552;29475;647;3988;48
Намибия;12.05.2021;50515;47698;702;214;180;6
Афганистан;23.05.2021;65728;56035;2802;242;146;10
Эстония;28.09.2021;154722;"";1351;796;"";5
Черногория;23.03.2021;88116;78990;1220;478;639;12
Грузия;22.02.2021;268502;262244;3447;147;607;12
Кения;23.08.2021;229628;"";4528;619;"";31
Белиз;23.04.2021;12599;12168;321;3;4;1
Австрия;20.07.2021;649772;639831;13115;265;131;1
Армения;13.07.2021;226597;217810;4549;138;79;2
Великобритания;08.10.2021;8119411;"";137944;35115;"";126
Доминиканская Республика;04.05.2021;268070;229368;3504;389;908;5
Мадагаскар;16.03.2021;21688;20614;335;101;120;1
Судно "MS Zaandam";06.10.2021;9;"";2;0;"";0
Канада;08.07.2021;1423419;1394861;26406;523;505;18
Папуа — Новая Гвинея;02.07.2021;17098;16518;173;0;0;0
Замбия;09.03.2021;82897;79162;1137;242;441;5
Бразилия;25.06.2021;18332493;16097711;511534;75061;59481;2008
Мали;13.02.2021;8226;6165;342;4;11;2
Мексика;10.01.2021;1534039;1150422;133706;10003;7168;502
Таджикистан;09.04.2021;13714;13218;91;0;0;0
Северная Македония;09.03.2021;108350;95822;3228;871;412;22
Китай;17.05.2021;113820;98666;4858;372;31;0
Сомали;10.10.2021;21269;"";1180;369;"";28
Монако;24.02.2021;1916;1683;23;12;14;0
Финляндия;29.10.2021;158364;"";1240;590;"";5
Судан;16.02.2021;30052;22523;1863;119;38;5
Израиль;27.04.2021;838217;830205;6359;110;117;6
Гренада;01.03.2021;148;147;1;0;0;0
Джибути;26.01.2021;5923;5841;62;3;1;1
Ирак;01.04.2021;856939;764096;14360;6015;4536;37
Ямайка;02.08.2021;53237;47001;1196;0;0;0
Парагвай;16.02.2021;146216;122493;2971;1121;951;18
Малави;02.10.2021;61609;"";2283;12;"";1
Эритрея;24.06.2021;5664;5147;21;61;69;0
Румыния;13.06.2021;1079726;1044237;31834;69;237;30
Багамские острова;01.09.2021;18139;"";381;0;"";27
Коморские острова;06.12.2021;4543;"";151;1;"";1
Коста-Рика;01.11.2021;560563;"";7078;865;"";49
Португалия;07.03.2021;810094;731567;16540;682;966;28
Барбадос;29.11.2021;25152;"";228;229;"";5
Гондурас;12.01.2021;129805;59389;3294;1104;88;9
Испания;06.12.2021;5202958;"";88159;0;"";0
Азербайджан;13.04.2021;289601;253762;3978;2457;2002;34
Чили;26.03.2021;962321;897975;22587;7478;5002;63
Нигерия;23.02.2021;153187;129943;1874;571;643;12
Кот-д’Ивуар;18.08.2021;52836;"";369;253;"";4
Вьетнам;02.06.2021;7870;3085;49;245;42;1
Чад;10.10.2021;5059;"";174;0;"";0
Малайзия;25.07.2021;1013438;844540;7994;17045;9683;92
Венесуэла;29.11.2021;431296;"";5144;600;"";6
Сан-Томе и Принсипи;27.03.2021;2210;2058;34;14;17;0
Marshall Islands;14.07.2021;4;4;0;0;0;0
Эквадор;14.01.2021;226002;193581;14246;1687;0;17
Монголия;24.02.2021;2755;2097;2;32;27;0
Оман;15.07.2021;289042;263752;3498;904;1578;14
Кабо-Верде;18.04.2021;20466;18041;192;491;171;3
Гвинея-Бисау;13.08.2021;5052;"";89;66;"";5
Нидерланды;05.04.2021;1335101;16841;16801;5760;106;11
Камбоджа;10.09.2021;98184;"";2019;660;"";12
Бенин;29.01.2021;3786;3398;48;0;0;0
Алжир;11.07.2021;146064;101430;3836;768;519;12
Словакия;08.10.2021;818022;"";12720;2164;"";15
Ливан;26.12.2021;712570;"";9042;1311;"";15
Молдавия;29.01.2021;158860;149026;3424;551;594;11
Вануату;15.06.2021;4;3;1;0;0;0
Либерия;13.06.2021;2484;2094;93;0;29;0
Гамбия;12.10.2021;9943;"";339;2;"";0
Гватемала;09.02.2021;163993;150544;5955;746;799;33
Италия;19.05.2021;4172525;3741149;124646;5500;13929;149
Самоа;03.01.2021;2;2;0;0;0;0
Бахрейн;08.03.2021;127255;120489;473;653;718;1
Тонга;08.03.2021;0;0;0;0;0;0
Бруней;28.01.2021;180;170;3;4;1;0
Маврикий;12.11.2021;39095;"";249;1621;"";16
Бурунди;11.12.2021;20666;"";38;0;"";0
Таиланд;29.09.2021;1591829;"";16620;10414;"";122
Франция;03.10.2021;7120214;"";117595;3799;"";17
Узбекистан;05.12.2021;194333;"";1418;228;"";2
Эсватини;25.04.2021;18442;17737;671;2;0;0
Аргентина;27.02.2021;2104197;1899087;51946;5469;6253;59
Кипр;27.10.2021;123708;"";572;162;"";1
Украина;11.04.2021;1905430;1459409;38718;12238;5058;239
Никарагуа;05.02.2021;5027;4225;170;0;0;0
Доминика;03.09.2021;1832;"";4;0;"";0
Бутан;05.10.2021;2613;"";3;5;"";0
Германия;04.07.2021;3730912;3627520;91030;559;910;7
Суринам;22.11.2021;50531;"";1152;93;"";3
Нигер;13.05.2021;5326;4936;192;1;7;0
Лаос;08.10.2021;27607;"";24;731;"";1
